smiles,logP,MW
C[C@H]1c2nc3ccccc3n2[C@H](CC(=O)Nc2c(F)c(F)cc(F)c2F)C(=O)N1Cc1ccccc1,5.266,496.46
CCn1c(C)cc(C(=O)CSc2nc3scc(-c4cccs4)c3c(=O)n2C)c1C,5.1367400000000005,443.62
Cc1ccccc1NC(=O)CCSc1ccccc1,4.11592,271.38
COc1ccc(-n2c(SCC(=O)N3CCCCC3)nnc2-c2ccc(Cl)cc2)cc1,4.7009,442.97
O=C(Nc1cccc(C#Cc2ccccn2)c1)c1cc(Br)ccc1Cl,5.1496,411.69
Cc1nn(-c2ccccc2)c(N2CCC(C(=O)NCc3cccc(Cl)c3)CC2)c1NC(=O)C(C)C,4.96142,494.04
Cc1ccc(/C=N\n2cnc3sc(C)c(-c4ccccc4)c3c2=O)o1,4.21704,349.42
O=C(Nc1cccc(Br)c1)c1cccnc1Nc1ccc(F)cc1,4.9791,386.22
Cc1ccc(NC(=O)[C@H]2SCCc3sccc32)cc1OC(F)F,4.62702,355.43
NC(=O)c1cn(CC(=O)Nc2nc(-c3ccccc3Cl)cs2)c2ccccc12,4.1558,410.89
COc1ccc(CCc2nnc(NC(=O)C3CCN(C(=O)c4ccc(Cl)cc4)CC3)s2)cc1,4.4762,485.01
CCC(CC)C(=O)N[C@H]1CCN2C(=O)c3cc(-c4ccc(Cl)cc4)ccc3NC(=O)[C@@H]2C1,4.4847,453.97
CCCCc1ccc(N2C(=O)/C(=C/c3cccnc3)SC2=S)cc1,4.83,354.5
CCN1CCN(C(=O)C2CCC2)C[C@H](Cc2ccccc2-c2ccccc2OC)C1=O,4.0117,420.55
O=C(CCC1CCN(C(=O)c2ccc(F)cc2)CC1)N1CCC(Cc2ccccc2)CC1,4.9394,436.57
CCOc1ccc(-c2ccc(=O)n([C@@H](C)C(=O)Nc3ccccc3Cl)n2)cc1,4.1621,397.86
C[C@@H](Sc1nnc(-c2cccc(S(=O)(=O)N3CCCCC3)c2)o1)C(=O)c1ccc2c(c1)CCC2,4.7634,497.64
Cc1ccc(Cn2c3nc4ccccc4nc3c3c(=O)n(C4CCCC4)cnc32)cc1,4.76622,409.49
O=C(NC1CCCCC1)[C@H](Sc1nc2ccccc2[nH]1)c1ccccc1,4.8452,365.5
CCCc1ccc(C(=O)NNc2c(Cl)cncc2Cl)cc1,4.0978,324.21
C[C@@H](N[C@@H]1CCO[C@@H]1c1ccc(Cl)c(F)c1)c1ccncc1,4.0549,320.8
COc1ccc2c(c1)c(CC(=O)Nc1ccccn1)c(C)n2C(=O)c1ccc(Cl)cc1,4.87642,433.9
CCCN(C(=O)CCC(F)(F)F)[C@@H]1CCc2ccccc2C1,4.125,313.36
CCc1ccc(-c2noc(CNC3(c4nc(C)cs4)CCCC3)n2)cc1,4.62302,368.51
Cc1cc(C)nc(SCc2ccc(C(=O)Nc3cccc4c3ccn4C)o2)n1,4.72274,392.48
O=C(Nc1ccc2c(c1)OCCO2)c1ccc(-n2nnnc2SCc2ccc(F)cc2)cc1,4.1172,463.49
C[C@H](CC#N)Sc1ccccc1NC(=O)c1cc(C#N)cs1,4.26636,327.43
COc1ccc2nc(-c3cccc(NC(=O)C(c4ccccc4)c4ccccc4)c3)cn2n1,5.1755,434.5
COc1ccc2c(Cl)c(C(=O)Nc3cccc([N+](=O)[O-])c3)sc2c1,4.7238,362.79
CCN(Cc1cccs1)C(=O)Cc1c(F)cccc1Cl,4.1318,311.81
Cc1cc(C)c(C[S@](=O)Cc2coc(-c3cccc(F)c3)n2)c(C)c1,4.85486,357.45
COc1cccc(C[C@H](C)N[C@@H](C)c2cccs2)c1,4.0385,275.42
Cc1ccc([C@H](C)NC(=O)Nc2ccc(NC(=O)c3ccco3)cc2)cc1,4.72302,363.42
CCOc1c(F)cccc1C(=O)Nc1ccc2c(c1)nc(C1CC1)n2C,4.2408,353.4
COc1ccc([C@H]2[C@H]3CCCC[C@@]3(O)CCN2C(=O)c2ccccc2OC)c(OC)c1,4.2209,425.53
CCc1noc(CC)c1CC(=O)N(c1ccc(C)cn1)C1CCCCC1,4.41122,355.48
COc1cc([C@@H]2Nc3ccc(C(=O)N(C)c4ccccc4)cc3[C@H]3C=CC[C@H]32)cc(OC)c1OC,5.8155,470.57
CCn1ncc2c(C(=O)Nc3ncc(C)s3)cc(-c3cccs3)nc21,4.19692,369.48
C[C@H]1CCc2c(sc3nc(S[C@H](C)c4nc(N)nc(N(C)C)n4)n(-c4ccccc4)c(=O)c23)C1,4.2585,493.66
O=C(Nc1ccccc1F)[C@@H]1CC(=O)N(CCc2ccccc2F)/C(=N/c2ccc(F)cc2)S1,5.3069,483.52
N#Cc1ccc(OCCCNc2ccc(F)cc2Cl)cc1,4.2317800000000005,304.75
CCOc1ccc(NS(=O)(=O)c2cc(-c3cc(C)no3)ccc2C)cc1,4.15794,372.45
O=C(Nc1cc(-c2ccco2)ccc1F)c1ccccc1F,4.4771,299.28
COc1ccc(-c2cnc(C[S@](=O)[C@@H](C)c3ccccc3)o2)cc1,4.3601,341.43
C[C@H]1CC(C(=O)Nc2sc3c(c2C#N)CCCCCC3)C[C@@H](C)O1,4.42088,346.5
COCC(=O)N[C@H](C)c1nc2ccccc2n1Cc1ccc2ccccc2c1,4.0614,373.46
O=C(Nc1ccon1)c1sc2cccc(Cl)c2c1Cl,4.4484,313.17
COc1ccc(NC(=O)[C@@H](c2ccccc2)N2CCN(c3ccccc3OC)CC2)cc1Cl,4.8592,465.98
Cc1nnc(SCc2ccccc2)n1/N=C/c1ccc(N2CCCC2)c([N+](=O)[O-])c1,4.269419999999998,422.51
COc1cc(Br)c(NC(=O)/C=C/c2ccccc2)cc1OC,4.1182,362.22
CO[C@H](C)c1nc(C)c(C(=O)N2CCC[C@@H]2CC(=O)c2ccccc2)s1,4.036519999999999,372.49
CCc1ccc(NC(=O)CSC2=NC(=O)C[C@@H](c3ccc(Cl)cc3Cl)[C@H]2C#N)cc1,5.4798800000000005,460.39
C[C@H](NC(=O)c1cccc(Oc2ccccc2)c1)c1ccc(-n2cncn2)cc1,4.5506,384.44
Nc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1Cl,4.8836,294.74
COc1ccc2c(ccc3c(C(C)=O)cc(C(=O)c4ccccc4)n32)c1,4.5347,343.38
CSc1ccccc1NC(=O)Cc1cccc2ccccc12,4.7429,307.42
O=C1N(c2ccc(Br)cc2)[C@@H]2CS(=O)(=O)C[C@@H]2N1c1cccc(C(F)(F)F)c1,4.0801,475.29
O=C(Nc1ccccc1-n1cccn1)N1CCO[C@@H](c2ccc(Cl)cc2)C1,4.1311,382.85
COc1ccc(OCC(=O)N[C@H](c2ccccc2)c2ccc(C)cc2)cc1,4.28822,361.44
CCC(=O)Nc1ccc(-c2cc(C(=O)N3CCCCCC3)c3ccccc3n2)cc1,5.2665,401.51
N#C[C@H](COC(=O)c1cccc(Br)c1)Cc1cccs1,4.04988,350.24
CC(C)[C@H](C)NC(=O)c1ccc(S(=O)(=O)[N-]c2ccccc2Cl)cc1,4.5084,379.89
O=C1C=C(N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)C[C@H](c2ccccc2)C1,4.9064,435.88
CC1=C(C(=O)Nc2cc(C)ccc2C)[C@H](c2ccc(Cl)cc2)NC(=O)N1,4.22344,369.85
O=[P@]([O-])(Oc1ccccc1)O[C@@H](c1ccccc1)C(F)(F)C(F)(F)F,4.4893,381.21
CC[C@@H](NC(=O)C1C[C@H](C)O[C@H](C)C1)c1ccc(Br)cc1,4.22,354.29
O=S(=O)(NC[C@H](c1c[nH]c2ccccc12)[C@@H]1CC=CS1)c1ccc2c(c1)OCCCO2,4.4105,456.59
Cc1ccc(N2C(N)=C(C#N)[C@]3(C(=O)N(C)c4ccccc43)C3=C2CC(C)(C)CC3=O)cc1Cl,4.7199,472.98
O=C(c1ccoc1)N1CCC(C(=O)N2CCCc3cc(C(F)(F)F)ccc32)CC1,4.13,406.4
COc1ccc(N2CCN(C(=O)c3sc(Nc4ccc(Cl)cn4)nc3C)CC2)cc1,4.214519999999999,443.96
COC(=O)c1ccc(N2C(=O)CS[C@@H]2c2ccc(Cl)c(Cl)c2)cc1,4.5586,382.27
O=C(c1cccc(Oc2ccccc2)c1)N1CCC(Oc2nc3c(F)cc(F)cc3s2)CC1,6.0504,466.51
Cc1c(Cl)cccc1/N=C1\NN=C(c2ccc3c(c2)C[C@H](C)N3S(C)(=O)=O)CS1,4.087219999999999,449.0
COc1ccc2cc([C@H](C)C(=O)Nc3cnc4c(cnn4C(C)C)c3)ccc2c1,4.9162,388.47
CC1CCN(C(=O)c2cn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)CC1,4.5162,380.88
Cc1csc(SCc2ccccc2C(=O)Nc2ccc3c(c2)OCO3)n1,4.724819999999999,384.48
COc1ccc(C)cc1/C=C/C(=O)N1CCN(Cc2nc(-c3ccc(Cl)cc3)no2)CC1,4.06462,452.94
COc1ccc([C@@H]2[C@@H](C(=O)Nc3ccc4[nH]ccc4c3)c3ccccc3C(=O)N2C)cc1,4.7257,425.49
C[C@@H](c1ccccc1)N1C(=O)/C(=C/C=C/c2ccco2)SC1=S,4.7982,341.46
CCOc1ccc(Cl)cc1/C=N/N1C(=O)[C@@H]2C3c4ccccc4C(c4ccccc43)[C@H]2C1=O,4.9648,456.93
CC(C)OC(=O)Cn1c([C@H]2CC(=O)N([C@@H](C)c3ccccc3)C2)nc2ccccc21,4.065,405.5
COc1ccc(-n2nc(C)c3c2N=C(O)C[C@H]3c2cccc(Cl)c2Cl)nn1,4.40972,404.26
COc1cccc(Nc2nc(C)c(C(=O)Nc3ccccc3)s2)c1,4.45602,339.42
Cc1cc(/C=C2/C(=N)N3C(c4ccccc4)=CSC3=NC2=O)c(C)n1-c1ccc(F)c(Cl)c1,6.19091,476.96
Cc1ccc(-n2nc(C)c3c(C)c(CCC(=O)NCc4ccccc4)c(C)nc32)cc1,4.90318,412.54
O=C(Cc1ccc(N2C(=O)[C@H]3[C@@H]4C=C[C@@H](C4)[C@@H]3C2=O)cc1)Nc1cccc2ccccc12,4.3325,422.48
C[C@@H](c1cc(F)ccc1F)N(C)C(=O)[C@H]1C[C@@H]1c1ccccc1F,4.427,333.35
O=C(/C=C/c1ccccc1Cl)Nc1ccc(N2CCCC2=O)cc1,4.1187,340.81
CCCCn1nc(C(=O)N[C@H]2C[C@H]3CC[C@]2(C)C3(C)C)c2ccccc2c1=O,4.1412,381.52
Cc1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@H](c1cccc([N+](=O)[O-])c1)N2,4.72972,306.37
Cc1cc(C(=O)Cn2c(C(F)(F)F)nc3ccccc32)c(C)n1-c1nccs1,4.80204,404.42
CNC(=O)c1c(NC(=O)c2ccccc2Oc2ccccc2)sc(C)c1C,4.76914,380.47
C[C@@H]1CCc2c(sc(NC(=O)Nc3cccc(Cl)c3)c2C(N)=O)C1,4.2692,363.87
O=C(/C=C/c1cccc(Br)c1)N(Cc1ccc(F)cc1)C1CC1,4.7926,374.25
COC(=O)c1ccc(-c2nc(COc3ccc(C#N)cc3OC)cs2)cc1,4.05598,380.43
O=C(NCc1ccccc1Cl)[C@@H]1CCCN(c2nn3cc(-c4ccc(F)cc4)nc3s2)C1,4.7831,469.97
Cc1nc(C(C)C)sc1[C@@H](C)N(C)C(=O)CC(F)(F)F,4.04672,308.37
CC1(C)CC(=O)C2=C(C1)Oc1ncn3nc(-c4cccs4)nc3c1[C@H]2c1cccnc1,4.4153,429.51
Cc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC3(c4ccc(F)cc4)CCOCC3)c2)cc1,4.413119999999998,482.58
O=C(CCc1nc2ccccc2[nH]1)Nc1ncc(Cc2ccc(Cl)cc2)s1,4.8349,396.9
COc1ccc2cc(CNc3cc(Cl)ccc3C)c(=O)[nH]c2c1,4.11062,328.8
Cc1cc(C)nc(Nc2nc(-c3ccc(NC(=O)NC4CCCCC4)cc3)n[nH]2)n1,4.07634,406.49
O=C(Nc1cccc(-c2nnco2)c1)c1cn(-c2ccccc2)nc1-c1cccs1,4.9031,413.46
O=C(NCc1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)cc1)Nc1ccc(Cl)cc1Cl,4.6266,456.33
O=C(COC(=O)CSc1ccc2ccccc2c1)Nc1cc(F)ccc1F,4.392,387.41
COc1ccc(-c2ccc(CO)o2)cc1NC(=O)COc1cc(C)c(Cl)c(C)c1,4.73524,415.87
Cc1cc([N+](=O)[O-])c2c(c1C)[C@H]1C=CC[C@H]1[C@@H](c1ccc(OCC#N)cc1)N2,4.940519999999999,375.43
COCCN(Cc1ccccn1)C(=O)Nc1ccc(C)c(C(F)(F)F)c1,4.08932,367.37
CC[C@H](Sc1nc2ccccc2c2nc(C)nn12)C(=O)Nc1cc(OC)ccc1OC,4.11252,437.53
COc1ccc(-c2cc(CC3(NCc4ccccc4Cl)COC3)no2)cc1,4.1049,384.86
CCOc1ccc(NC(=O)C2CCN(c3nc4cccnc4n(Cc4ccc(C)cc4)c3=O)CC2)cc1,4.402019999999999,497.6
O=C(CSc1nnc(Cc2cccs2)n1C1CC1)Nc1ccc2c(c1)CCC2,4.4848,410.57
CCOC(=O)c1c(S(=O)(=O)Nc2ccc(Cl)cc2)c(C)n(-c2ccccc2)c1C,4.72504,432.93
CC(C)c1nc2ccccc2n1C[C@H](O)COc1ccc(Br)cc1,4.3621,389.29
N#Cc1ccccc1NC(=O)CSc1ncnc2sc3c(c12)CCCC3,4.17258,380.5
COc1ccc(CCCc2ccc(C(C)=O)cc2)cc1,4.0731,268.36
COc1cc(Br)c(S(=O)(=O)Oc2ccc(Cl)c(Cl)c2)cc1OC,4.5408,442.11
C[C@H](Nc1ccc([N+](=O)[O-])c2cnccc12)c1ccccc1,4.3161,293.33
CCN1C(=O)c2ccccc2Oc2ccc(C(=O)N3CCCCC3)cc21,4.0851,350.42
C[C@@H](Nc1ccc(N2CCCCC2)cc1)C(=O)N1CCc2ccccc21,4.0666,349.48
CSc1ncc2c(n1)-c1ccccc1N(Cc1ccc(Cl)cc1)S2(=O)=O,4.2278,403.92
C[N+](C)(CC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1)Cc1ccccc1,5.3474,395.91
Cc1ccc(C(=O)CCC(=O)Oc2ccc(C#N)cc2Cl)cc1,4.0886,327.77
C[C@@H](Nc1ccc(Oc2ccc(C#N)cc2)cc1)c1nc(C2CC2)no1,4.78408,346.39
C=CCOC(=O)COc1cc(C)c2c(c1)O/C(=C\c1cccc(Br)c1)C2=O,4.48172,429.27
COc1ccc(/C=C(\C#N)C(=O)Nc2ccc(Br)cc2Cl)cc1,4.65678,391.65
Cc1ccc(/C=C/C(=O)N2CCC[C@H]2c2nc(-c3cccc(C)c3)no2)cc1,4.73034,373.46
Cc1ccc(NC(=O)Cc2nc(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)cs2)cc1,4.97372,474.55
O=C1N=C2C=C(c3ccccc3)S[C@H]2C(=O)N1c1ccc(Cl)cc1,4.4041,354.82
CCOc1ccc(/N=C(/N[C@H]2C=C(c3ccc(Cl)cc3)N=N2)SC)cc1,5.5118,386.91
Cc1ccc(C(C)C)c(OCCCn2cnc3ccccc32)c1,4.93722,308.43
C[C@@H](Sc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)C(=O)N1CC(=O)Nc2ccccc21,4.2434,498.01
O=C(CNc1cccc2ccccc12)N/N=C1\C(=O)N(Cc2ccccc2)c2ccccc21,4.319,434.5
CC(C)Oc1ccc(C(=O)N2CCN=C2SCc2cccc([N+](=O)[O-])c2)cc1,4.1272,399.47
CCOc1ccc(C2(CNC(=O)c3ccc(Br)cc3F)CCOCC2)cc1,4.4651,436.32
COc1cccc(C(=O)N(Cc2ccc(Cl)cc2)C2CC2)c1,4.1534,315.8
CCOc1ccc(C(=O)Nc2nc(CN3CCc4ccccc4C3)cs2)cc1,4.3524,393.51
Cc1ccc(C)c(C(=O)Nc2nnc(Cc3ccc(C)c(C)c3)o2)c1,4.1463800000000015,335.41
COc1cc(OC)cc(C(=O)Nc2ccc(NC(=O)c3cccs3)c(OC)c2)c1,4.2785,412.47
O=C1NC(=O)/C(=C\c2cc(Br)c(Sc3ccc(Cl)cc3)o2)N1,4.027,399.65
N#C/C(=C/c1ccc(C#N)cc1F)C(=O)c1ccc(Cl)cc1F,4.27976,328.7
Cc1ccc([C@@H](C)N[C@H](C)c2ccc(C#N)cc2)cc1[N+](=O)[O-],4.1867,309.37
Cc1cccc(-n2nc3c(c2-n2cccc2)CN(C(=O)COc2ccccc2F)C3)c1,4.03172,416.46
COc1ccc(NC(=O)[C@@H](C)n2nc(-c3ccc(C)cc3)c3c(c2=O)CCCC3)cc1,4.30582,417.51
O=C(Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1)c1cc(=O)c2cc(Cl)ccc2o1,4.2634,460.94
Cc1ccccc1N1C(=O)S[C@@H](Nc2cccc3ccccc23)C1=O,4.78622,348.43
Cc1cc2occ(CC(=O)NNC(=O)c3ccc(Cl)cc3Cl)c2c(C)c1Cl,5.01354,425.7
CC(C)NC(=O)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,4.3158,427.22
C=CCC(=O)N1CCO[C@@H](CC(c2ccccc2)c2ccccc2)C1,4.0121,335.45
CC(C)(C(=O)N1CCC[C@H](COc2ccccc2)C1)c1cccc(C#N)c1,4.15348,362.47
Cc1cc(C(=O)Nc2cc(Cl)c([N+](=O)[O-])cc2OCc2ccccc2)on1,4.37592,387.78
O=C(NCCC12CC3CC(CC(C3)C1)C2)c1ccc(F)cc1,4.162,301.4
Cc1oc(-c2cccs2)nc1C(=O)O[C@@H](C)c1nc2ccccc2n1C(F)F,5.37432,403.41
O[C@](CNCc1ccc(Cl)cc1)(c1ccccc1)c1ccc(F)cc1,4.5048,355.84
Cc1cccc(-n2c(C)cc(/C=N/NC(=O)CSc3ccccc3)c2C)c1,4.64496,377.51
O=C(c1cc(-c2ccco2)nc2ccccc12)N1CCCN(S(=O)(=O)c2ccc(F)cc2)CC1,4.1707,479.53
CNS(=O)(=O)c1ccc(C(=O)Nc2ccc(-c3cccc(Cl)c3)cc2C)o1,4.06882,404.88
O=C(CN1c2ccccc2Sc2ccccc21)N1CCCCC1,4.3018,324.45
Cc1ccc([C@@H](C)N(C)C(=O)c2nc(C3CC3)n3ccccc23)cc1,4.35332,333.44
CCCOc1ccc(-c2nc3ccc(Br)cc3c(=O)o2)cc1,4.4063,360.21
Sc1sccc1/C=N/c1ccc2ccccc2c1,4.9406,269.39
O=C1/C(=C\c2ccc(Br)o2)SC(=S)N1c1ccc([N+](=O)[O-])cc1,4.3561,411.26
COc1cccc(Nc2nc(C)c(C(=O)Nc3ccc(C)cc3)s2)c1,4.7644400000000005,353.45
Cc1cc2nn(-c3cccc4ccccc34)nc2cc1NC(=S)NC(=O)/C=C/c1ccco1,5.001519999999998,453.53
CCOc1ccc2ccccc2c1/C=N\NC(=O)CNc1cccc(C)c1,4.10912,361.45
Cc1cc(-c2cccc(-c3cc[nH]n3)c2)ccc1NC(=O)c1cccnc1,4.69942,354.41
CSc1cccc(NC(=O)CSc2cc(-c3ccccn3)nc(C)n2)c1,4.29972,382.51
Cc1cccc([C@@H](C)C(=O)NC2CCC(C(=O)OC(C)(C)C)CC2)c1,4.11522,345.48
COc1ccc(Cl)cc1NC(=O)CCSc1nnc2ccc3ccccc3n12,4.6654,412.9
COc1cc(Cl)c(C)cc1NC(=O)Nc1ccc2c(c1)OCO2,4.029719999999998,334.76
C[C@@H](NC(=O)c1cc(-c2cccnc2)nc2c1cnn2Cc1ccco1)c1cccc(Cl)c1,5.279,457.92
O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1ccco1,4.3439,309.28
O=C(Nc1ccccc1F)N1CCn2cccc2[C@H]1c1ccc(F)cc1,4.4034,353.37
COc1ccc(-c2nnc(NC(=O)Cc3ccc(C(C)C)cc3)o2)cc1,4.0498,351.41
COc1cc(C(=O)NN2C(=O)/C(=C\c3ccc(Cl)cc3Cl)SC2=S)ccc1O,4.2538,455.34
CCc1c(C(=O)COc2ccccc2N2CCC[C@@H](C)C2)[nH]c(C)c1C(C)=O,4.586119999999998,382.5
N#C[C@]1(NC2CC2)CCC[C@H](Sc2cc(Cl)ccc2Cl)C1,5.04248,341.31
COc1cc(C)c(Br)cc1[C@@H](Cl)[C@H]1CCO[C@@H]1C,4.471019999999998,333.65
CN1/C(=C\C=C2\C(=N)N3N=C(C(F)(F)F)SC3=NC2=O)C(C)(C)c2ccccc21,4.02237,419.43
COCc1cccc(C(=O)N[C@@H](C#N)c2ccc(Cl)c(Cl)c2)c1,4.13448,349.22
CCC(=O)Nc1nc2ccc(CCC(=O)Nc3ccc(C)cc3)cc2s1,4.52452,367.47
CC(C)c1nn(C)c2sc(C(=O)N(C)[C@@H](C)Cc3ccsc3)cc12,4.5229,361.54
Cc1ccc(C(C)(C)CN(C)Cc2nnc(-c3ccccc3)o2)cc1,4.454619999999999,335.45
C[C@H](c1ccccc1)N(C)C(=O)Nc1cc2c(cc1Cl)OCCCO2,4.7262,360.84
Nc1cccc2oc(CSc3nc4ccccc4s3)nc12,4.312,313.41
CC(C)COc1ccc([C@@H]2CC(=O)N(c3ccccc3)c3c2sc(=O)n3C)cc1,4.6819,408.52
Cc1cc(O[C@H]2C[C@@H](C)CC(C)(C)C2)ccc1N,4.17082,247.38
CSc1ccc(CNC(=O)C2CCN(c3c(NC(C)=O)c(C)nn3-c3ccccc3)CC2)cc1,4.39382,477.63
Cc1ccc(OCCOc2c(Cl)cc(/C=N\n3cnnc3)cc2Cl)cc1,4.23332,391.26
CN(Cc1ccccc1-c1ccccc1)C(=O)Cc1cc(Cl)c2c(c1)OCCO2,4.9793,407.9
CCCC(=O)Nc1ccccc1NC(=O)CSc1ccccc1,4.1560000000000015,328.44
Cc1ccc(CNC(=O)c2nnc(CSc3nccn3-c3cc(C)cc(C)c3)s2)cc1,4.87136,449.61
CN(c1ccccc1C(=O)Nc1ccccc1Sc1ccccc1)S(C)(=O)=O,4.4859,412.54
COc1cc(OC)c([C@H]2CC(=O)N3CN(c4ccccc4F)CSC3=C2C#N)cc1OC,4.0709800000000005,455.51
Cc1nc2c(s1)[C@H](NCC#Cc1ccc(C(F)(F)F)cc1)CCC2,4.48902,350.41
COc1ccc2c(c1)S[C@H](c1ccccc1F)CCN2CC1N=CC=N1,4.3591,369.47
Cc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)CCCN4S(C)(=O)=O)o2)cc1C,4.04064,457.58
O=C(N[C@H](CC(F)(F)F)c1ccc(F)cc1)N1CCO[C@@H](c2ccccc2)C1,4.6023,396.38
O=C(/C=C/c1ccc(F)c(F)c1)c1ccc2c(c1)OCCCO2,4.0222,316.3
C[C@H](NC(=O)c1nc(Cl)ccc1Cl)c1ccc(Cl)s1,4.5943,335.64
CC(C)c1ccc(-c2noc([C@H]3CCCN(C(=O)c4cccs4)C3)n2)cc1,4.9413,381.5
CCCCCC[C@H](O)c1cscc1C,4.06032,212.36
Cc1cc(C)c2cc(C(=O)N[C@@H](C)c3ccc(-n4ccnc4)cc3)[nH]c2c1,4.4614400000000005,358.45
CCN1C(=O)/C(=C/c2cc(Cl)ccc2OCCOc2ccccc2)SC1=S,5.0189,419.96
Cc1cc(SCCCSCC#N)nc2ccccc12,4.2822,288.44
O=C(/C=C/c1ccc2ccccc2n1)N1CCCC[C@H]1c1nc2ccccc2s1,5.6115,399.52
Cc1ccc(NS(=O)(=O)c2cc(-c3ccc(=O)n(-c4c(C)noc4C)n3)ccc2C)c(C)c1,4.2304,464.55
COc1ccc(NC(=O)c2ccc3c(c2)C(=O)N([C@@H](C)c2ccccc2)C3=O)c(OC)c1,4.3133,430.46
CCC1(CC)CCN(c2c(F)c(F)nc(F)c2F)CC1,4.0446,290.3
Cc1cc(Br)ccc1NC(=O)Cc1ccc(F)cc1,4.07782,322.18
Cc1cccc(-c2nnc(COC(=O)c3csc(-c4ccccc4)n3)o2)c1,4.525519999999998,377.43
O=C(CSc1nnc2c3cc(-c4ccc(F)cc4)nn3ccn12)Nc1ccc(F)cc1F,4.1921,454.44
Cc1ccc(C(=O)N[C@H](C#N)c2cccc(Cl)c2Cl)cc1[N-]S(C)(=O)=O,4.2613,411.29
CC(=O)Nc1ccc(-n2c(/C=C\c3ccc([N+](=O)[O-])cc3)nc3ccccc3c2=O)cc1,4.4227,426.43
CCOc1ccc(C(=O)c2cn(Cc3cccc(C)c3)c3ccc(OC)cc3c2=O)cc1,4.996519999999999,427.5
Cc1c(S(=O)(=O)c2ccc(C(C)C)cc2)nnn1-c1ccc(Cl)cc1,4.18532,375.88
O=C(CCCN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S)Nc1cccc(C(F)(F)F)c1,5.4646,468.5
FC(F)(F)COCCCNc1ccc(Cl)c(Br)c1,4.4834,346.57
Cc1c(Cl)cccc1NC(=O)[C@@H]1CC(=O)N(c2ccc(OCc3ccccc3)cc2)C1,5.21902,434.92
CCSc1nc2n(n1)[C@H](c1ccc(O)cc1)C(C(=O)Nc1cccc(C)c1C)=C(C)N2,4.64014,435.55
COC(=O)CC1CCN(C(=O)c2cc(-c3ccccc3C)nc3c2cnn3C(C)C)CC1,4.40292,434.54
Cc1ccccc1[C@H]1C[C@@H](C)N(C(=O)c2csc(-c3ccco3)n2)C1,4.72972,352.46
CC(=O)O[C@@H]1CC[C@]2(C)C(=CC[C@@H]3[C@H]2CC[C@@]2(C)[C@@H](C(=O)C4N=N4)CC[C@H]32)C1,4.8581,384.52
Cc1c(-c2ccccc2)sc(NC(=O)c2ccccc2S(C)(=O)=O)c1C(=O)N1CCCCC1,5.00542,482.63
CC[C@@H](NC(=O)Nc1ccc(C(=O)N(C)C)c(C)c1)c1ccc(C)c(F)c1,4.41714,371.46
Cc1ccc(N2C(=O)NC(=O)/C(=C/Nc3c(C)nn(-c4ccc(C)c(C)c4)c3C)C2=O)cc1C,4.30162,457.53
CC(C)c1csc(/C(C#N)=C\c2cnc(-c3ccccn3)s2)n1,4.8491800000000005,338.46
Cc1cnn(Cc2nc(-c3ccc(NC(=O)c4ccco4)cc3)oc2C)c1,4.04854,362.39
Cc1ccc(OCC(=O)Nc2cc(C(C)(C)C)cc(Cl)c2O)c(-n2cnnc2)c1,4.24972,414.89
C[C@@H](O)c1cccc(NC(=O)c2ccccc2C(=O)c2ccccc2)c1,4.2232,345.4
CC1=C(C#N)C(=O)N(C[C@H]2CCCO2)C(=O)/C1=C\c1ccc(OCc2ccc(F)cc2)cc1,4.17598,446.48
Cc1ccccc1-c1c2c(=O)n(C)c(=O)n(C)c2c2n1-c1cc(Cl)ccc1O[C@H]2c1ccco1,4.73152,473.92
CC(C)(C)OC(=O)Nc1cc(NC(=O)[C@H]2C[C@@H]3C=C[C@H]2C3)ccc1F,4.3234,346.4
O=C(C[C@@H]1CSc2nc3c(cnn3-c3ccc(F)cc3)c(=O)n21)Nc1cccc(C(F)(F)F)c1,4.4157,489.45
Cc1cc(C)c2c(=O)cc(C(=O)Nc3ccc(S(=O)(=O)N4CCC[C@H](C)C4)cc3)oc2c1,4.08274,454.55
Cn1c2c(cc(-c3ccccc3Cl)c1=O)CN(Cc1c[nH]nc1-c1ccccc1)CC2,4.6541,430.94
Cc1ccc2nc(/C(C#N)=C/c3cc(Cl)c(O)c(Cl)c3)[nH]c2c1,4.9479,344.2
Cc1cc(C(=O)N2CCC[C@@H](c3nc(-c4cccs4)cc(C(F)(F)F)n3)C2)on1,4.54012,422.43
